"id","class","order","family","genus","species","commonNameEnglish"
6440,"Aves","Columbiformes","Columbidae","Metriopelia","morenoi","Moreno's Ground-dove"
6441,"Aves","Columbiformes","Columbidae","Metriopelia","melanoptera","Black-winged Ground-dove"
6442,"Aves","Columbiformes","Columbidae","Metriopelia","aymara","Golden-spotted Ground-dove"
6443,"Aves","Columbiformes","Columbidae","Uropelia","campestris","Long-tailed Ground-dove"
6444,"Aves","Columbiformes","Columbidae","Henicophaps","albifrons","New Guinea Bronzewing"
6445,"Aves","Columbiformes","Columbidae","Henicophaps","foersteri","New Britain Bronzewing"
6446,"Aves","Columbiformes","Columbidae","Gallicolumba","luzonica","Luzon Bleeding-heart"
6447,"Aves","Columbiformes","Columbidae","Gallicolumba","crinigera","Mindanao Bleeding-heart"
6448,"Aves","Columbiformes","Columbidae","Gallicolumba","platenae","Mindoro Bleeding-heart"
6449,"Aves","Columbiformes","Columbidae","Gallicolumba","keayi","Negros Bleeding-heart"
6450,"Aves","Columbiformes","Columbidae","Gallicolumba","menagei","Sulu Bleeding-heart"
6451,"Aves","Columbiformes","Columbidae","Gallicolumba","tristigmata","Sulawesi Ground-dove"
6452,"Aves","Columbiformes","Columbidae","Gallicolumba","rufigula","Cinnamon Ground-dove"
6453,"Aves","Columbiformes","Columbidae","Gallicolumba","norfolciensis","Norfolk Island Ground-Dove"
6454,"Aves","Columbiformes","Columbidae","Gallicolumba","beccarii","Bronze Ground-Dove"
6455,"Aves","Columbiformes","Columbidae","Alopecoenas","hoedtii","Wetar Ground-dove"
6456,"Aves","Columbiformes","Columbidae","Alopecoenas","jobiensis","White-breasted Ground-dove"
6457,"Aves","Columbiformes","Columbidae","Alopecoenas","kubaryi","Caroline Ground-dove"
6458,"Aves","Columbiformes","Columbidae","Alopecoenas","xanthonurus","White-throated Ground-dove"
6459,"Aves","Columbiformes","Columbidae","Alopecoenas","erythropterus","Polynesian Ground-dove"
6460,"Aves","Columbiformes","Columbidae","Alopecoenas","rubescens","Marquesas Ground-dove"
6461,"Aves","Columbiformes","Columbidae","Alopecoenas","beccarii","Western Bronze Ground-dove"
6462,"Aves","Columbiformes","Columbidae","Alopecoenas","johannae","Eastern Bronze Ground-dove"
6463,"Aves","Columbiformes","Columbidae","Alopecoenas","canifrons","Palau Ground-dove"
6464,"Aves","Columbiformes","Columbidae","Alopecoenas","sanctaecrucis","Santa Cruz Ground-dove"
6465,"Aves","Columbiformes","Columbidae","Alopecoenas","stairi","Shy Ground-dove"
6466,"Aves","Columbiformes","Columbidae","Alopecoenas","salamonis","Thick-billed Ground-dove"
6467,"Aves","Columbiformes","Columbidae","Alopecoenas","ferrugineus","Tanna Ground-dove"
6468,"Aves","Columbiformes","Columbidae","Leucosarcia","melanoleuca","Wonga Pigeon"
6469,"Aves","Columbiformes","Columbidae","Petrophassa","rufipennis","Chestnut-quilled Rock-pigeon"
6470,"Aves","Columbiformes","Columbidae","Petrophassa","albipennis","White-quilled Rock-pigeon"
6471,"Aves","Columbiformes","Columbidae","Geophaps","ferruginea","Rufous-bellied Spinifex Pigeon"
6472,"Aves","Columbiformes","Columbidae","Geophaps","scripta","Squatter Pigeon"
6473,"Aves","Columbiformes","Columbidae","Geophaps","smithii","Partridge Pigeon"
6474,"Aves","Columbiformes","Columbidae","Geophaps","plumifera",NA
6475,"Aves","Columbiformes","Columbidae","Phaps","chalcoptera","Common Bronzewing"
18516,"Mammalia","Carnivora","Canidae","Speothos",NA,NA
6477,"Aves","Columbiformes","Columbidae","Phaps","histrionica","Flock Bronzewing"
6478,"Aves","Columbiformes","Columbidae","Ocyphaps","lophotes","Crested Pigeon"
6479,"Aves","Columbiformes","Columbidae","Geopelia","cuneata","Diamond Dove"
6480,"Aves","Columbiformes","Columbidae","Geopelia","placida","Peaceful Dove"
6481,"Aves","Columbiformes","Columbidae","Geopelia","maugeus","Barred Dove"
6482,"Aves","Columbiformes","Columbidae","Geopelia","humeralis","Bar-shouldered Dove"
6483,"Aves","Columbiformes","Columbidae","Geopelia","striata",NA
6484,"Aves","Columbiformes","Columbidae","Trugon","terrestris","Thick-billed Ground-pigeon"
6485,"Aves","Columbiformes","Columbidae","Otidiphaps","aruensis","White-naped Pheasant-pigeon"
6486,"Aves","Columbiformes","Columbidae","Otidiphaps","cervicalis","Grey-naped Pheasant-pigeon"
6487,"Aves","Columbiformes","Columbidae","Otidiphaps","insularis","Black-naped Pheasant-pigeon"
6488,"Aves","Columbiformes","Columbidae","Otidiphaps","nobilis",NA
6489,"Aves","Columbiformes","Columbidae","Microgoura","meeki","Choiseul Pigeon"
6490,"Aves","Columbiformes","Columbidae","Goura","cristata","Western Crowned-pigeon"
6491,"Aves","Columbiformes","Columbidae","Goura","sclaterii","Sclater's Crowned-pigeon"
6492,"Aves","Columbiformes","Columbidae","Goura","victoria","Victoria Crowned-pigeon"
6493,"Aves","Columbiformes","Columbidae","Goura","scheepmakeri","Maroon-breasted Crowned-pigeon"
6494,"Aves","Columbiformes","Columbidae","Caloenas","nicobarica","Nicobar Pigeon"
6495,"Aves","Columbiformes","Columbidae","Caloenas","maculata","Liverpool Pigeon"
6496,"Aves","Columbiformes","Columbidae","Raphus","cucullatus","Dodo"
6497,"Aves","Columbiformes","Columbidae","Pezophaps","solitaria","Rodrigues Solitaire"
6498,"Aves","Columbiformes","Columbidae","Didunculus","strigirostris","Tooth-billed Pigeon"
6499,"Aves","Columbiformes","Columbidae","Chalcophaps","longirostris","Brown-capped Emerald Dove"
6500,"Aves","Columbiformes","Columbidae","Chalcophaps","stephani","Stephan's Dove"
6501,"Aves","Columbiformes","Columbidae","Chalcophaps","indica","Common Emerald Dove"
6502,"Aves","Columbiformes","Columbidae","Turtur","chalcospilos","Emerald-spotted Wood-dove"
6503,"Aves","Columbiformes","Columbidae","Turtur","abyssinicus","Black-billed Wood-dove"
6504,"Aves","Columbiformes","Columbidae","Turtur","afer","Blue-spotted Wood-dove"
6505,"Aves","Columbiformes","Columbidae","Turtur","tympanistria","Tambourine Dove"
6506,"Aves","Columbiformes","Columbidae","Turtur","brehmeri","Blue-headed Wood-dove"
6507,"Aves","Columbiformes","Columbidae","Oena","capensis","Namaqua Dove"
6508,"Aves","Columbiformes","Columbidae","Phapitreron","nigrorum","Buff-eared Brown-dove"
6509,"Aves","Columbiformes","Columbidae","Phapitreron","brevirostris","Short-billed Brown-dove"
6510,"Aves","Columbiformes","Columbidae","Phapitreron","maculipectus","Grey-breasted Brown-dove"
6511,"Aves","Columbiformes","Columbidae","Phapitreron","frontalis","Cebu Brown-dove"
6512,"Aves","Columbiformes","Columbidae","Phapitreron","brunneiceps","Dark-eared Brown-dove"
6513,"Aves","Columbiformes","Columbidae","Phapitreron","cinereiceps","Dark-eared Brown-Dove"
6514,"Aves","Columbiformes","Columbidae","Phapitreron","amethystinus","Amethyst Brown-Dove"
6515,"Aves","Columbiformes","Columbidae","Phapitreron","leucotis","White-eared Brown-Dove"
6516,"Aves","Columbiformes","Columbidae","Treron","fulvicollis","Cinnamon-headed Green-pigeon"
6517,"Aves","Columbiformes","Columbidae","Treron","olax","Little Green-pigeon"
6518,"Aves","Columbiformes","Columbidae","Treron","vernans","Pink-necked Green-pigeon"
6519,"Aves","Columbiformes","Columbidae","Treron","bicinctus","Orange-breasted Green-pigeon"
6520,"Aves","Columbiformes","Columbidae","Treron","phayrei","Ashy-headed Green-pigeon"
6521,"Aves","Columbiformes","Columbidae","Treron","affinis","Grey-fronted Green-pigeon"
17489,"Mammalia","Carnivora","Procyonidae","Bassaricyon",NA,NA
6522,"Aves","Columbiformes","Columbidae","Treron","chloropterus","Andaman Green-pigeon"
6523,"Aves","Columbiformes","Columbidae","Treron","axillaris","Philippine Green-pigeon"
6524,"Aves","Columbiformes","Columbidae","Treron","aromaticus","Buru Green-pigeon"
6525,"Aves","Columbiformes","Columbidae","Treron","curvirostra","Thick-billed Green-pigeon"
6526,"Aves","Columbiformes","Columbidae","Treron","griseicauda","Grey-cheeked Green-pigeon"
6527,"Aves","Columbiformes","Columbidae","Treron","teysmannii","Sumba Green-pigeon"
6528,"Aves","Columbiformes","Columbidae","Treron","floris","Flores Green-pigeon"
6529,"Aves","Columbiformes","Columbidae","Treron","psittaceus","Timor Green-pigeon"
6530,"Aves","Columbiformes","Columbidae","Treron","capellei","Large Green-pigeon"
6531,"Aves","Columbiformes","Columbidae","Treron","phoenicopterus","Yellow-footed Green-pigeon"
6532,"Aves","Columbiformes","Columbidae","Treron","waalia","Bruce's Green-pigeon"
6533,"Aves","Columbiformes","Columbidae","Treron","griveaudi","Comoro Green-pigeon"
6534,"Aves","Columbiformes","Columbidae","Treron","delalandii","Grey-breasted Green-pigeon"
6535,"Aves","Columbiformes","Columbidae","Treron","pembaensis","Pemba Green-pigeon"
6536,"Aves","Columbiformes","Columbidae","Treron","sanctithomae","Sao Tome Green-pigeon"
6537,"Aves","Columbiformes","Columbidae","Treron","apicauda","Pin-tailed Green-pigeon"
6538,"Aves","Columbiformes","Columbidae","Treron","oxyurus","Sumatran Green-pigeon"
6539,"Aves","Columbiformes","Columbidae","Treron","seimundi","Yellow-vented Green-pigeon"
6540,"Aves","Columbiformes","Columbidae","Treron","sphenurus","Wedge-tailed Green-pigeon"
6541,"Aves","Columbiformes","Columbidae","Treron","sieboldii","White-bellied Green-pigeon"
6542,"Aves","Columbiformes","Columbidae","Treron","permagnus","Ryukyu Green-pigeon"
6543,"Aves","Columbiformes","Columbidae","Treron","australis","Madagascar Green-Pigeon"
6544,"Aves","Columbiformes","Columbidae","Treron","pompadora","Pompadour Green Pigeon"
6545,"Aves","Columbiformes","Columbidae","Treron","calvus","African Green Pigeon"
6546,"Aves","Columbiformes","Columbidae","Treron","formosae","Whistling Green Pigeon"
6547,"Aves","Columbiformes","Columbidae","Ducula","poliocephala","Pink-bellied Imperial-pigeon"
6548,"Aves","Columbiformes","Columbidae","Ducula","forsteni","White-bellied Imperial-pigeon"
6549,"Aves","Columbiformes","Columbidae","Ducula","mindorensis","Mindoro Imperial-pigeon"
6550,"Aves","Columbiformes","Columbidae","Ducula","radiata","Grey-headed Imperial-pigeon"
6551,"Aves","Columbiformes","Columbidae","Ducula","carola","Spotted Imperial-pigeon"
6552,"Aves","Columbiformes","Columbidae","Ducula","oenothorax","Enggano Imperial-pigeon"
6553,"Aves","Columbiformes","Columbidae","Ducula","neglecta","Seram Imperial-pigeon"
6554,"Aves","Columbiformes","Columbidae","Ducula","concinna","Blue-tailed Imperial-pigeon"
6555,"Aves","Columbiformes","Columbidae","Ducula","pacifica","Pacific Imperial-pigeon"
6556,"Aves","Columbiformes","Columbidae","Ducula","oceanica","Micronesian Imperial-pigeon"
6557,"Aves","Columbiformes","Columbidae","Ducula","aurorae","Polynesian Imperial-pigeon"
6558,"Aves","Columbiformes","Columbidae","Ducula","galeata","Nukuhiva Imperial-pigeon"
6559,"Aves","Columbiformes","Columbidae","Ducula","rubricera","Red-knobbed Imperial-pigeon"
6560,"Aves","Columbiformes","Columbidae","Ducula","geelvinkiana","Geelvink Imperial-pigeon"
6561,"Aves","Columbiformes","Columbidae","Ducula","rufigaster","Purple-tailed Imperial-pigeon"
6562,"Aves","Columbiformes","Columbidae","Ducula","obiensis","Rusty Imperial-pigeon"
6563,"Aves","Columbiformes","Columbidae","Ducula","finschii","Finsch's Imperial-pigeon"
6564,"Aves","Columbiformes","Columbidae","Ducula","chalconota","Shining Imperial-pigeon"
6565,"Aves","Columbiformes","Columbidae","Ducula","pistrinaria","Island Imperial-pigeon"
6566,"Aves","Columbiformes","Columbidae","Ducula","rosacea","Pink-headed Imperial-pigeon"
6567,"Aves","Columbiformes","Columbidae","Ducula","whartoni","Christmas Imperial-pigeon"
6568,"Aves","Columbiformes","Columbidae","Ducula","pickeringii","Grey Imperial-pigeon"
6569,"Aves","Columbiformes","Columbidae","Ducula","latrans","Barking Imperial-pigeon"
6570,"Aves","Columbiformes","Columbidae","Ducula","brenchleyi","Chestnut-bellied Imperial-pigeon"
6571,"Aves","Columbiformes","Columbidae","Ducula","bakeri","Vanuatu Imperial-pigeon"
6572,"Aves","Columbiformes","Columbidae","Ducula","goliath","New Caledonian Imperial-pigeon"
6573,"Aves","Columbiformes","Columbidae","Ducula","salvadorii","Louisiade Imperial-pigeon"
6574,"Aves","Columbiformes","Columbidae","Ducula","melanochroa","Bismarck Imperial-pigeon"
6575,"Aves","Columbiformes","Columbidae","Ducula","mullerii","Collared Imperial-pigeon"
6576,"Aves","Columbiformes","Columbidae","Ducula","zoeae","Zoe's Imperial-pigeon"
6577,"Aves","Columbiformes","Columbidae","Ducula","cuprea","Nilgiri Imperial-pigeon"
6578,"Aves","Columbiformes","Columbidae","Ducula","lacernulata","Dark-backed Imperial-pigeon"
6579,"Aves","Columbiformes","Columbidae","Ducula","cineracea","Timor Imperial-pigeon"
6580,"Aves","Columbiformes","Columbidae","Ducula","subflavescens","Yellowish Imperial-pigeon"
6581,"Aves","Columbiformes","Columbidae","Ducula","luctuosa","White Imperial-pigeon"
6582,"Aves","Columbiformes","Columbidae","Ducula","constans","Kimberley Imperial-Pigeon"
6583,"Aves","Columbiformes","Columbidae","Ducula","bicolor","Pied Imperial-Pigeon"
6584,"Aves","Columbiformes","Columbidae","Ducula","aenea","Green Imperial Pigeon"
6585,"Aves","Columbiformes","Columbidae","Ducula","badia","Mountain Imperial-Pigeon"
6586,"Aves","Columbiformes","Columbidae","Ducula","basilica","Cinnamon-bellied Imperial-Pigeon"
6587,"Aves","Columbiformes","Columbidae","Ducula","myristicivora","Spice Imperial-Pigeon"
6588,"Aves","Columbiformes","Columbidae","Ducula","perspicillata","Spectacled Imperial Pigeon"
6589,"Aves","Columbiformes","Columbidae","Ducula","pinon","Pinon Imperial Pigeon"
6590,"Aves","Columbiformes","Columbidae","Ducula","spilorrhoa",NA
6591,"Aves","Columbiformes","Columbidae","Megaloprepia","magnifica","Wompoo Fruit-dove"
6592,"Aves","Columbiformes","Columbidae","Megaloprepia","formosa","Scarlet-breasted Fruit-dove"
6593,"Aves","Columbiformes","Columbidae","Ramphiculus","merrilli","Cream-bellied Fruit-dove"
6594,"Aves","Columbiformes","Columbidae","Ramphiculus","marchei","Flame-breasted Fruit-dove"
6595,"Aves","Columbiformes","Columbidae","Ramphiculus","leclancheri","Black-chinned Fruit-dove"
6596,"Aves","Columbiformes","Columbidae","Ramphiculus","jambu","Jambu Fruit-dove"
6597,"Aves","Columbiformes","Columbidae","Ramphiculus","epius","Maroon-chinned Fruit-dove"
6598,"Aves","Columbiformes","Columbidae","Ramphiculus","subgularis","Banggai Fruit-dove"
6599,"Aves","Columbiformes","Columbidae","Ramphiculus","mangoliensis","Sula Fruit-dove"
6600,"Aves","Columbiformes","Columbidae","Ramphiculus","fischeri","Red-eared Fruit-dove"
6601,"Aves","Columbiformes","Columbidae","Ramphiculus","meridionalis","Lompobattang Fruit-dove"
6602,"Aves","Columbiformes","Columbidae","Ramphiculus","occipitalis","Yellow-breasted Fruit-dove"
6603,"Aves","Columbiformes","Columbidae","Alectroenas","nitidissimus","Mauritius Blue-pigeon"
6604,"Aves","Columbiformes","Columbidae","Alectroenas","payandeei","Rodrigues Blue-pigeon"
6605,"Aves","Columbiformes","Columbidae","Alectroenas","madagascariensis","Madagascar Blue-pigeon"
6606,"Aves","Columbiformes","Columbidae","Alectroenas","sganzini","Comoro Blue-pigeon"
6607,"Aves","Columbiformes","Columbidae","Alectroenas","pulcherrimus","Seychelles Blue-pigeon"
6608,"Aves","Columbiformes","Columbidae","Drepanoptila","holosericea","Cloven-feathered Dove"
6609,"Aves","Columbiformes","Columbidae","Chrysoena","victor","Orange Dove"
6610,"Aves","Columbiformes","Columbidae","Chrysoena","luteovirens","Golden Dove"
6611,"Aves","Columbiformes","Columbidae","Chrysoena","viridis","Whistling Dove"
6612,"Aves","Columbiformes","Columbidae","Ptilinopus","nainus","Dwarf Fruit-dove"
6613,"Aves","Columbiformes","Columbidae","Ptilinopus","arcanus","Negros Fruit-dove"
6614,"Aves","Columbiformes","Columbidae","Ptilinopus","melanospilus","Black-naped Fruit-dove"
6615,"Aves","Columbiformes","Columbidae","Ptilinopus","alligator","Grey-rumped Fruit-dove"
6616,"Aves","Columbiformes","Columbidae","Ptilinopus","dohertyi","Red-naped Fruit-dove"
6617,"Aves","Columbiformes","Columbidae","Ptilinopus","porphyreus","Pink-headed Fruit-dove"
6618,"Aves","Columbiformes","Columbidae","Ptilinopus","temminckii","Western Superb Fruit-dove"
6619,"Aves","Columbiformes","Columbidae","Ptilinopus","rivoli","White-bibbed Fruit-dove"
6620,"Aves","Columbiformes","Columbidae","Ptilinopus","speciosus","Geelvink Fruit-dove"
6621,"Aves","Columbiformes","Columbidae","Ptilinopus","tannensis","Tanna Fruit-dove"
6622,"Aves","Columbiformes","Columbidae","Ptilinopus","hyogastrus","Grey-headed Fruit-dove"
6623,"Aves","Columbiformes","Columbidae","Ptilinopus","granulifrons","Carunculated Fruit-dove"
6624,"Aves","Columbiformes","Columbidae","Ptilinopus","wallacii","Wallace's Fruit-dove"
6625,"Aves","Columbiformes","Columbidae","Ptilinopus","aurantiifrons","Orange-fronted Fruit-dove"
6626,"Aves","Columbiformes","Columbidae","Ptilinopus","gestroi","Eastern Ornate Fruit-dove"
6627,"Aves","Columbiformes","Columbidae","Ptilinopus","perlatus","Pink-spotted Fruit-dove"
6628,"Aves","Columbiformes","Columbidae","Ptilinopus","iozonus","Orange-bellied Fruit-dove"
6629,"Aves","Columbiformes","Columbidae","Ptilinopus","insolitus","Knob-billed Fruit-dove"
6630,"Aves","Columbiformes","Columbidae","Ptilinopus","viridis","Claret-breasted Fruit-dove"
6631,"Aves","Columbiformes","Columbidae","Ptilinopus","eugeniae","White-headed Fruit-dove"
6632,"Aves","Columbiformes","Columbidae","Ptilinopus","pulchellus","Beautiful Fruit-dove"
6633,"Aves","Columbiformes","Columbidae","Ptilinopus","monacha","Blue-capped Fruit-dove"
6634,"Aves","Columbiformes","Columbidae","Ptilinopus","coronulatus","Coroneted Fruit-dove"
6635,"Aves","Columbiformes","Columbidae","Ptilinopus","regina","Rose-crowned Fruit-dove"
6636,"Aves","Columbiformes","Columbidae","Ptilinopus","mercierii","Red-moustached Fruit-dove"
6637,"Aves","Columbiformes","Columbidae","Ptilinopus","dupetithouarsii","White-capped Fruit-dove"
6638,"Aves","Columbiformes","Columbidae","Ptilinopus","pelewensis","Palau Fruit-dove"
6639,"Aves","Columbiformes","Columbidae","Ptilinopus","richardsii","Silver-capped Fruit-dove"
6640,"Aves","Columbiformes","Columbidae","Ptilinopus","roseicapilla","Mariana Fruit-dove"
6641,"Aves","Columbiformes","Columbidae","Ptilinopus","ponapensis","Pohnpei Fruit-dove"
6642,"Aves","Columbiformes","Columbidae","Ptilinopus","hernsheimi","Kosrae Fruit-dove"
6643,"Aves","Columbiformes","Columbidae","Ptilinopus","greyi","Red-bellied Fruit-dove"
6644,"Aves","Columbiformes","Columbidae","Ptilinopus","fasciatus","Samoan Fruit-dove"
6645,"Aves","Columbiformes","Columbidae","Ptilinopus","perousii","Many-coloured Fruit-dove"
6646,"Aves","Columbiformes","Columbidae","Ptilinopus","huttoni","Rapa Fruit-dove"
6647,"Aves","Columbiformes","Columbidae","Ptilinopus","insularis","Henderson Fruit-dove"
6648,"Aves","Columbiformes","Columbidae","Ptilinopus","chalcurus","Makatea Fruit-dove"
